"name","licenseId","isOsiApproved","isFsfLibre","reference"
"enna License","MIT-enna","","","https://spdx.org/licenses/MIT-enna.html"
"feh License","MIT-feh","","","https://spdx.org/licenses/MIT-feh.html"
"MIT Festival Variant","MIT-Festival","","","https://spdx.org/licenses/MIT-Festival.html"
"MIT Khronos - old variant","MIT-Khronos-old","","","https://spdx.org/licenses/MIT-Khronos-old.html"
"MIT License Modern Variant","MIT-Modern-Variant","Y","","https://spdx.org/licenses/MIT-Modern-Variant.html"
"MIT Open Group variant","MIT-open-group","","","https://spdx.org/licenses/MIT-open-group.html"
"MIT-STK License","MIT-STK","","","https://spdx.org/licenses/MIT-STK.html"
"MIT testregex Variant","MIT-testregex","","","https://spdx.org/licenses/MIT-testregex.html"
"MIT Tom Wu Variant","MIT-Wu","","","https://spdx.org/licenses/MIT-Wu.html"
"MIT +no-false-attribs license","MITNFA","","","https://spdx.org/licenses/MITNFA.html"
"MMIXware License","MMIXware","","","https://spdx.org/licenses/MMIXware.html"
"Minecraft Mod Public License v1.0.1","MMPL-1.0.1","","","https://spdx.org/licenses/MMPL-1.0.1.html"
"Motosoto License","Motosoto","Y","","https://spdx.org/licenses/Motosoto.html"
"MPEG Software Simulation","MPEG-SSG","","","https://spdx.org/licenses/MPEG-SSG.html"
"mpi Permissive License","mpi-permissive","","","https://spdx.org/licenses/mpi-permissive.html"
"mpich2 License","mpich2","","","https://spdx.org/licenses/mpich2.html"
"Mozilla Public License 1.0","MPL-1.0","Y","","https://spdx.org/licenses/MPL-1.0.html"
"Mozilla Public License 1.1","MPL-1.1","Y","Y","https://spdx.org/licenses/MPL-1.1.html"
"Mozilla Public License 2.0","MPL-2.0","Y","Y","https://spdx.org/licenses/MPL-2.0.html"
"Mozilla Public License 2.0 (no copyleft exception)","MPL-2.0-no-copyleft-exception","Y","","https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.html"
"mplus Font License","mplus","","","https://spdx.org/licenses/mplus.html"
"Microsoft Limited Public License","MS-LPL","","","https://spdx.org/licenses/MS-LPL.html"
"Microsoft Public License","MS-PL","Y","Y","https://spdx.org/licenses/MS-PL.html"
"Microsoft Reciprocal License","MS-RL","Y","Y","https://spdx.org/licenses/MS-RL.html"
"Matrix Template Library License","MTLL","","","https://spdx.org/licenses/MTLL.html"
"Mulan Permissive Software License, Version 1","MulanPSL-1.0","","","https://spdx.org/licenses/MulanPSL-1.0.html"
"Mulan Permissive Software License, Version 2","MulanPSL-2.0","Y","","https://spdx.org/licenses/MulanPSL-2.0.html"
"Multics License","Multics","Y","","https://spdx.org/licenses/Multics.html"
"Mup License","Mup","","","https://spdx.org/licenses/Mup.html"
"Nara Institute of Science and Technology License (2003)","NAIST-2003","","","https://spdx.org/licenses/NAIST-2003.html"
"NASA Open Source Agreement 1.3","NASA-1.3","Y","","https://spdx.org/licenses/NASA-1.3.html"
"Naumen Public License","Naumen","Y","","https://spdx.org/licenses/Naumen.html"
"Net Boolean Public License v1","NBPL-1.0","","","https://spdx.org/licenses/NBPL-1.0.html"
"NCBI Public Domain Notice","NCBI-PD","","","https://spdx.org/licenses/NCBI-PD.html"
"Non-Commercial Government Licence","NCGL-UK-2.0","","","https://spdx.org/licenses/NCGL-UK-2.0.html"
"NCL Source Code License","NCL","","","https://spdx.org/licenses/NCL.html"
"University of Illinois/NCSA Open Source License","NCSA","Y","Y","https://spdx.org/licenses/NCSA.html"
"Net-SNMP License","Net-SNMP","","","https://spdx.org/licenses/Net-SNMP.html"
"NetCDF license","NetCDF","","","https://spdx.org/licenses/NetCDF.html"
"Newsletr License","Newsletr","","","https://spdx.org/licenses/Newsletr.html"
"Nethack General Public License","NGPL","Y","","https://spdx.org/licenses/NGPL.html"
"ngrep License","ngrep","","","https://spdx.org/licenses/ngrep.html"
"NICTA Public Software License, Version 1.0","NICTA-1.0","","","https://spdx.org/licenses/NICTA-1.0.html"
"NIST Public Domain Notice","NIST-PD","","","https://spdx.org/licenses/NIST-PD.html"
"NIST Public Domain Notice with license fallback","NIST-PD-fallback","","","https://spdx.org/licenses/NIST-PD-fallback.html"
"NIST    Public Domain Notice TNT variant","NIST-PD-TNT","","","https://spdx.org/licenses/NIST-PD-TNT.html"
"NIST Software License","NIST-Software","","","https://spdx.org/licenses/NIST-Software.html"
"Norwegian Licence for Open Government Data (NLOD) 1.0","NLOD-1.0","","","https://spdx.org/licenses/NLOD-1.0.html"
"Norwegian Licence for Open Government Data (NLOD) 2.0","NLOD-2.0","","","https://spdx.org/licenses/NLOD-2.0.html"
"No Limit Public License","NLPL","","","https://spdx.org/licenses/NLPL.html"
"Nokia Open Source License","Nokia","Y","Y","https://spdx.org/licenses/Nokia.html"
"Netizen Open Source License","NOSL","","Y","https://spdx.org/licenses/NOSL.html"
"Noweb License","Noweb","","","https://spdx.org/licenses/Noweb.html"
"Netscape Public License v1.0","NPL-1.0","","Y","https://spdx.org/licenses/NPL-1.0.html"
"Netscape Public License v1.1","NPL-1.1","","Y","https://spdx.org/licenses/NPL-1.1.html"
"Non-Profit Open Software License 3.0","NPOSL-3.0","Y","","https://spdx.org/licenses/NPOSL-3.0.html"
"NRL License","NRL","","","https://spdx.org/licenses/NRL.html"
"NTIA Public Domain Notice","NTIA-PD","","","https://spdx.org/licenses/NTIA-PD.html"
"NTP License","NTP","Y","","https://spdx.org/licenses/NTP.html"
"NTP No Attribution","NTP-0","","","https://spdx.org/licenses/NTP-0.html"
"Nunit License","Nunit","","Y","https://spdx.org/licenses/Nunit.html"
"Open Use of Data Agreement v1.0","O-UDA-1.0","","","https://spdx.org/licenses/O-UDA-1.0.html"
"OAR License","OAR","","","https://spdx.org/licenses/OAR.html"
"Open CASCADE Technology Public License","OCCT-PL","","","https://spdx.org/licenses/OCCT-PL.html"
"OCLC Research Public License 2.0","OCLC-2.0","Y","","https://spdx.org/licenses/OCLC-2.0.html"
"Open Data Commons Open Database License v1.0","ODbL-1.0","","Y","https://spdx.org/licenses/ODbL-1.0.html"
"Open Data Commons Attribution License v1.0","ODC-By-1.0","","","https://spdx.org/licenses/ODC-By-1.0.html"
"OFFIS License","OFFIS","","","https://spdx.org/licenses/OFFIS.html"
"SIL Open Font License 1.0","OFL-1.0","","Y","https://spdx.org/licenses/OFL-1.0.html"
"SIL Open Font License 1.0 with no Reserved Font Name","OFL-1.0-no-RFN","","","https://spdx.org/licenses/OFL-1.0-no-RFN.html"
"SIL Open Font License 1.0 with Reserved Font Name","OFL-1.0-RFN","","","https://spdx.org/licenses/OFL-1.0-RFN.html"
"SIL Open Font License 1.1","OFL-1.1","Y","Y","https://spdx.org/licenses/OFL-1.1.html"
"SIL Open Font License 1.1 with no Reserved Font Name","OFL-1.1-no-RFN","Y","","https://spdx.org/licenses/OFL-1.1-no-RFN.html"
"SIL Open Font License 1.1 with Reserved Font Name","OFL-1.1-RFN","Y","","https://spdx.org/licenses/OFL-1.1-RFN.html"
"OGC Software License, Version 1.0","OGC-1.0","","","https://spdx.org/licenses/OGC-1.0.html"
"Taiwan Open Government Data License, version 1.0","OGDL-Taiwan-1.0","","","https://spdx.org/licenses/OGDL-Taiwan-1.0.html"
"Open Government Licence - Canada","OGL-Canada-2.0","","","https://spdx.org/licenses/OGL-Canada-2.0.html"
"Open Government Licence v1.0","OGL-UK-1.0","","","https://spdx.org/licenses/OGL-UK-1.0.html"
"Open Government Licence v2.0","OGL-UK-2.0","","","https://spdx.org/licenses/OGL-UK-2.0.html"
"Open Government Licence v3.0","OGL-UK-3.0","","","https://spdx.org/licenses/OGL-UK-3.0.html"
"Open Group Test Suite License","OGTSL","Y","","https://spdx.org/licenses/OGTSL.html"
"Open LDAP Public License v1.1","OLDAP-1.1","","","https://spdx.org/licenses/OLDAP-1.1.html"
"Open LDAP Public License v1.2","OLDAP-1.2","","","https://spdx.org/licenses/OLDAP-1.2.html"
"Open LDAP Public License v1.3","OLDAP-1.3","","","https://spdx.org/licenses/OLDAP-1.3.html"
"Open LDAP Public License v1.4","OLDAP-1.4","","","https://spdx.org/licenses/OLDAP-1.4.html"
"Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B)","OLDAP-2.0","","","https://spdx.org/licenses/OLDAP-2.0.html"
"Open LDAP Public License v2.0.1","OLDAP-2.0.1","","","https://spdx.org/licenses/OLDAP-2.0.1.html"
"Open LDAP Public License v2.1","OLDAP-2.1","","","https://spdx.org/licenses/OLDAP-2.1.html"
"Open LDAP Public License v2.2","OLDAP-2.2","","","https://spdx.org/licenses/OLDAP-2.2.html"
"Open LDAP Public License v2.2.1","OLDAP-2.2.1","","","https://spdx.org/licenses/OLDAP-2.2.1.html"
"Open LDAP Public License 2.2.2","OLDAP-2.2.2","","","https://spdx.org/licenses/OLDAP-2.2.2.html"
"Open LDAP Public License v2.3","OLDAP-2.3","","Y","https://spdx.org/licenses/OLDAP-2.3.html"
"Open LDAP Public License v2.4","OLDAP-2.4","","","https://spdx.org/licenses/OLDAP-2.4.html"
"Open LDAP Public License v2.5","OLDAP-2.5","","","https://spdx.org/licenses/OLDAP-2.5.html"
"Open LDAP Public License v2.6","OLDAP-2.6","","","https://spdx.org/licenses/OLDAP-2.6.html"
"Open LDAP Public License v2.7","OLDAP-2.7","","Y","https://spdx.org/licenses/OLDAP-2.7.html"
"Open LDAP Public License v2.8","OLDAP-2.8","Y","","https://spdx.org/licenses/OLDAP-2.8.html"
"Open Logistics Foundation License Version 1.3","OLFL-1.3","Y","","https://spdx.org/licenses/OLFL-1.3.html"
"Open Market License","OML","","","https://spdx.org/licenses/OML.html"
"OpenMDW License Agreement v1.0","OpenMDW-1.0","","","https://spdx.org/licenses/OpenMDW-1.0.html"
"OpenPBS v2.3 Software License","OpenPBS-2.3","","","https://spdx.org/licenses/OpenPBS-2.3.html"
"OpenSSL License","OpenSSL","","Y","https://spdx.org/licenses/OpenSSL.html"
"OpenSSL License - standalone","OpenSSL-standalone","","","https://spdx.org/licenses/OpenSSL-standalone.html"
"OpenVision License","OpenVision","","","https://spdx.org/licenses/OpenVision.html"
"Open Public License v1.0","OPL-1.0","","","https://spdx.org/licenses/OPL-1.0.html"
"United    Kingdom Open Parliament Licence v3.0","OPL-UK-3.0","","","https://spdx.org/licenses/OPL-UK-3.0.html"
"Open Publication License v1.0","OPUBL-1.0","","","https://spdx.org/licenses/OPUBL-1.0.html"
"OSC License 1.0","OSC-1.0","Y","","https://spdx.org/licenses/OSC-1.0.html"
"OSET Public License version 2.1","OSET-PL-2.1","Y","","https://spdx.org/licenses/OSET-PL-2.1.html"
"Open Software License 1.0","OSL-1.0","Y","Y","https://spdx.org/licenses/OSL-1.0.html"
"Open Software License 1.1","OSL-1.1","","Y","https://spdx.org/licenses/OSL-1.1.html"
"Open Software License 2.0","OSL-2.0","Y","Y","https://spdx.org/licenses/OSL-2.0.html"
"Open Software License 2.1","OSL-2.1","Y","Y","https://spdx.org/licenses/OSL-2.1.html"
"Open Software License 3.0","OSL-3.0","Y","Y","https://spdx.org/licenses/OSL-3.0.html"
"OSSP License","OSSP","","","https://spdx.org/licenses/OSSP.html"
"PADL License","PADL","","","https://spdx.org/licenses/PADL.html"
"ParaType Free Font Licensing Agreement v1.3","ParaType-Free-Font-1.3","","","https://spdx.org/licenses/ParaType-Free-Font-1.3.html"
"The Parity Public License 6.0.0","Parity-6.0.0","","","https://spdx.org/licenses/Parity-6.0.0.html"
"The Parity Public License 7.0.0","Parity-7.0.0","","","https://spdx.org/licenses/Parity-7.0.0.html"
"Open Data Commons Public Domain Dedication & License 1.0","PDDL-1.0","","","https://spdx.org/licenses/PDDL-1.0.html"
"PHP License v3.0","PHP-3.0","Y","","https://spdx.org/licenses/PHP-3.0.html"
"PHP License v3.01","PHP-3.01","Y","Y","https://spdx.org/licenses/PHP-3.01.html"
"Pixar License","Pixar","","","https://spdx.org/licenses/Pixar.html"
"pkgconf License","pkgconf","","","https://spdx.org/licenses/pkgconf.html"
"Plexus Classworlds License","Plexus","","","https://spdx.org/licenses/Plexus.html"
"pnmstitch License","pnmstitch","","","https://spdx.org/licenses/pnmstitch.html"
"PolyForm Noncommercial License 1.0.0","PolyForm-Noncommercial-1.0.0","","","https://spdx.org/licenses/PolyForm-Noncommercial-1.0.0.html"
"PolyForm Small Business License 1.0.0","PolyForm-Small-Business-1.0.0","","","https://spdx.org/licenses/PolyForm-Small-Business-1.0.0.html"
"PostgreSQL License","PostgreSQL","Y","","https://spdx.org/licenses/PostgreSQL.html"
"Peer Production License","PPL","","","https://spdx.org/licenses/PPL.html"
"Python Software Foundation License 2.0","PSF-2.0","","","https://spdx.org/licenses/PSF-2.0.html"
"psfrag License","psfrag","","","https://spdx.org/licenses/psfrag.html"
"psutils License","psutils","","","https://spdx.org/licenses/psutils.html"
"Python License 2.0","Python-2.0","Y","Y","https://spdx.org/licenses/Python-2.0.html"
"Python License 2.0.1","Python-2.0.1","","","https://spdx.org/licenses/Python-2.0.1.html"
"Python ldap License","python-ldap","","","https://spdx.org/licenses/python-ldap.html"
"Qhull License","Qhull","","","https://spdx.org/licenses/Qhull.html"
"Q Public License 1.0","QPL-1.0","Y","Y","https://spdx.org/licenses/QPL-1.0.html"
"Q Public License 1.0 - INRIA 2004 variant","QPL-1.0-INRIA-2004","","","https://spdx.org/licenses/QPL-1.0-INRIA-2004.html"
"radvd License","radvd","","","https://spdx.org/licenses/radvd.html"
"Rdisc License","Rdisc","","","https://spdx.org/licenses/Rdisc.html"
"Red Hat eCos Public License v1.1","RHeCos-1.1","","","https://spdx.org/licenses/RHeCos-1.1.html"
"Reciprocal Public License 1.1","RPL-1.1","Y","","https://spdx.org/licenses/RPL-1.1.html"
"Reciprocal Public License 1.5","RPL-1.5","Y","","https://spdx.org/licenses/RPL-1.5.html"
"RealNetworks Public Source License v1.0","RPSL-1.0","Y","Y","https://spdx.org/licenses/RPSL-1.0.html"
"RSA Message-Digest License","RSA-MD","","","https://spdx.org/licenses/RSA-MD.html"
"Ricoh Source Code Public License","RSCPL","Y","","https://spdx.org/licenses/RSCPL.html"
"Ruby License","Ruby","","Y","https://spdx.org/licenses/Ruby.html"
"Ruby pty extension license","Ruby-pty","","","https://spdx.org/licenses/Ruby-pty.html"
"Sax Public Domain Notice","SAX-PD","","","https://spdx.org/licenses/SAX-PD.html"
"Sax Public Domain Notice 2.0","SAX-PD-2.0","","","https://spdx.org/licenses/SAX-PD-2.0.html"
"Saxpath License","Saxpath","","","https://spdx.org/licenses/Saxpath.html"
"SCEA Shared Source License","SCEA","","","https://spdx.org/licenses/SCEA.html"
"Scheme Language Report License","SchemeReport","","","https://spdx.org/licenses/SchemeReport.html"
"Sendmail License","Sendmail","","","https://spdx.org/licenses/Sendmail.html"
"Sendmail License 8.23","Sendmail-8.23","","","https://spdx.org/licenses/Sendmail-8.23.html"
"Sendmail Open Source License v1.1","Sendmail-Open-Source-1.1","","","https://spdx.org/licenses/Sendmail-Open-Source-1.1.html"
"SGI Free Software License B v1.0","SGI-B-1.0","","","https://spdx.org/licenses/SGI-B-1.0.html"
"SGI Free Software License B v1.1","SGI-B-1.1","","","https://spdx.org/licenses/SGI-B-1.1.html"
"SGI Free Software License B v2.0","SGI-B-2.0","","Y","https://spdx.org/licenses/SGI-B-2.0.html"
"SGI OpenGL License","SGI-OpenGL","","","https://spdx.org/licenses/SGI-OpenGL.html"
"SGMLUG Parser Materials License","SGMLUG-PM","","","https://spdx.org/licenses/SGMLUG-PM.html"
"SGP4 Permission Notice","SGP4","","","https://spdx.org/licenses/SGP4.html"
"Solderpad Hardware License v0.5","SHL-0.5","","","https://spdx.org/licenses/SHL-0.5.html"
"Solderpad Hardware License, Version 0.51","SHL-0.51","","","https://spdx.org/licenses/SHL-0.51.html"
"Simple Public License 2.0","SimPL-2.0","Y","","https://spdx.org/licenses/SimPL-2.0.html"
"Sun Industry Standards Source License v1.1","SISSL","Y","Y","https://spdx.org/licenses/SISSL.html"
"Sun Industry Standards Source License v1.2","SISSL-1.2","","","https://spdx.org/licenses/SISSL-1.2.html"
"SL License","SL","","","https://spdx.org/licenses/SL.html"
"Sleepycat License","Sleepycat","Y","Y","https://spdx.org/licenses/Sleepycat.html"
"SMAIL General Public License","SMAIL-GPL","","","https://spdx.org/licenses/SMAIL-GPL.html"
"Standard ML of New Jersey License","SMLNJ","","Y","https://spdx.org/licenses/SMLNJ.html"
"Secure Messaging Protocol Public License","SMPPL","","","https://spdx.org/licenses/SMPPL.html"
"SNIA Public License 1.1","SNIA","","","https://spdx.org/licenses/SNIA.html"
"snprintf License","snprintf","","","https://spdx.org/licenses/snprintf.html"
"SOFA Software License","SOFA","","","https://spdx.org/licenses/SOFA.html"
"softSurfer License","softSurfer","","","https://spdx.org/licenses/softSurfer.html"
"Soundex License","Soundex","","","https://spdx.org/licenses/Soundex.html"
"Spencer License 86","Spencer-86","","","https://spdx.org/licenses/Spencer-86.html"
"Spencer License 94","Spencer-94","","","https://spdx.org/licenses/Spencer-94.html"
"Spencer License 99","Spencer-99","","","https://spdx.org/licenses/Spencer-99.html"
"Sun Public License v1.0","SPL-1.0","Y","Y","https://spdx.org/licenses/SPL-1.0.html"
"ssh-keyscan License","ssh-keyscan","","","https://spdx.org/licenses/ssh-keyscan.html"
"SSH OpenSSH license","SSH-OpenSSH","","","https://spdx.org/licenses/SSH-OpenSSH.html"
"SSH short notice","SSH-short","","","https://spdx.org/licenses/SSH-short.html"
"SSLeay License - standalone","SSLeay-standalone","","","https://spdx.org/licenses/SSLeay-standalone.html"
"Server Side Public License, v 1","SSPL-1.0","","","https://spdx.org/licenses/SSPL-1.0.html"
"Standard ML of New Jersey License","StandardML-NJ","","Y","https://spdx.org/licenses/StandardML-NJ.html"
"SugarCRM Public License v1.1.3","SugarCRM-1.1.3","","","https://spdx.org/licenses/SugarCRM-1.1.3.html"
"Sustainable Use License v1.0","SUL-1.0","","","https://spdx.org/licenses/SUL-1.0.html"
"Sun PPP License","Sun-PPP","","","https://spdx.org/licenses/Sun-PPP.html"
"Sun PPP License (2000)","Sun-PPP-2000","","","https://spdx.org/licenses/Sun-PPP-2000.html"
"SunPro License","SunPro","","","https://spdx.org/licenses/SunPro.html"
"Scheme Widget Library (SWL) Software License Agreement","SWL","","","https://spdx.org/licenses/SWL.html"
"swrule License","swrule","","","https://spdx.org/licenses/swrule.html"
"Symlinks License","Symlinks","","","https://spdx.org/licenses/Symlinks.html"
"TAPR Open Hardware License v1.0","TAPR-OHL-1.0","","","https://spdx.org/licenses/TAPR-OHL-1.0.html"
"TCL/TK License","TCL","","","https://spdx.org/licenses/TCL.html"
"TCP Wrappers License","TCP-wrappers","","","https://spdx.org/licenses/TCP-wrappers.html"
"TekHVC License","TekHVC","","","https://spdx.org/licenses/TekHVC.html"
"TermReadKey License","TermReadKey","","","https://spdx.org/licenses/TermReadKey.html"
"Transitive Grace Period Public Licence 1.0","TGPPL-1.0","","","https://spdx.org/licenses/TGPPL-1.0.html"
"ThirdEye License","ThirdEye","","","https://spdx.org/licenses/ThirdEye.html"
"threeparttable License","threeparttable","","","https://spdx.org/licenses/threeparttable.html"
"TMate Open Source License","TMate","","","https://spdx.org/licenses/TMate.html"
"TORQUE v2.5+ Software License v1.1","TORQUE-1.1","","","https://spdx.org/licenses/TORQUE-1.1.html"
"Trusster Open Source License","TOSL","","","https://spdx.org/licenses/TOSL.html"
"Time::ParseDate License","TPDL","","","https://spdx.org/licenses/TPDL.html"
"THOR Public License 1.0","TPL-1.0","","","https://spdx.org/licenses/TPL-1.0.html"
"TrustedQSL License","TrustedQSL","","","https://spdx.org/licenses/TrustedQSL.html"
"Text-Tabs+Wrap License","TTWL","","","https://spdx.org/licenses/TTWL.html"
"TTYP0 License","TTYP0","","","https://spdx.org/licenses/TTYP0.html"
"Technische Universitaet Berlin License 1.0","TU-Berlin-1.0","","","https://spdx.org/licenses/TU-Berlin-1.0.html"
"Technische Universitaet Berlin License 2.0","TU-Berlin-2.0","","","https://spdx.org/licenses/TU-Berlin-2.0.html"
"Ubuntu Font Licence v1.0","Ubuntu-font-1.0","","","https://spdx.org/licenses/Ubuntu-font-1.0.html"
"UCAR License","UCAR","","","https://spdx.org/licenses/UCAR.html"
"Upstream Compatibility License v1.0","UCL-1.0","Y","","https://spdx.org/licenses/UCL-1.0.html"
"ulem License","ulem","","","https://spdx.org/licenses/ulem.html"
"Michigan/Merit Networks License","UMich-Merit","","","https://spdx.org/licenses/UMich-Merit.html"
"Unicode License v3","Unicode-3.0","Y","","https://spdx.org/licenses/Unicode-3.0.html"
"Unicode License Agreement - Data Files and Software (2015)","Unicode-DFS-2015","","","https://spdx.org/licenses/Unicode-DFS-2015.html"
"Unicode License Agreement - Data Files and Software (2016)","Unicode-DFS-2016","Y","","https://spdx.org/licenses/Unicode-DFS-2016.html"
"Unicode Terms of Use","Unicode-TOU","","","https://spdx.org/licenses/Unicode-TOU.html"
"UnixCrypt License","UnixCrypt","","","https://spdx.org/licenses/UnixCrypt.html"
"The Unlicense","Unlicense","Y","Y","https://spdx.org/licenses/Unlicense.html"
"Unlicense - libtelnet variant","Unlicense-libtelnet","","","https://spdx.org/licenses/Unlicense-libtelnet.html"
"Unlicense - libwhirlpool variant","Unlicense-libwhirlpool","","","https://spdx.org/licenses/Unlicense-libwhirlpool.html"
"UnRAR License","UnRAR","","","https://spdx.org/licenses/UnRAR.html"
"Universal Permissive License v1.0","UPL-1.0","Y","Y","https://spdx.org/licenses/UPL-1.0.html"
"Utah Raster Toolkit Run Length Encoded License","URT-RLE","","","https://spdx.org/licenses/URT-RLE.html"
"Vim License","Vim","","Y","https://spdx.org/licenses/Vim.html"
"Vixie Cron License","Vixie-Cron","","","https://spdx.org/licenses/Vixie-Cron.html"
"VOSTROM Public License for Open Source","VOSTROM","","","https://spdx.org/licenses/VOSTROM.html"
"Vovida Software License v1.0","VSL-1.0","Y","","https://spdx.org/licenses/VSL-1.0.html"
"W3C Software Notice and License (2002-12-31)","W3C","Y","Y","https://spdx.org/licenses/W3C.html"
"W3C Software Notice and License (1998-07-20)","W3C-19980720","","","https://spdx.org/licenses/W3C-19980720.html"
"W3C Software Notice and Document License (2015-05-13)","W3C-20150513","Y","","https://spdx.org/licenses/W3C-20150513.html"
"w3m License","w3m","","","https://spdx.org/licenses/w3m.html"
"Sybase Open Watcom Public License 1.0","Watcom-1.0","Y","","https://spdx.org/licenses/Watcom-1.0.html"
"Widget Workshop License","Widget-Workshop","","","https://spdx.org/licenses/Widget-Workshop.html"
"WordNet License","WordNet","Y","","https://spdx.org/licenses/WordNet.html"
"Wsuipa License","Wsuipa","","","https://spdx.org/licenses/Wsuipa.html"
"Do What The F*ck You Want To But It's Not My Fault Public License","WTFNMFPL","","","https://spdx.org/licenses/WTFNMFPL.html"
"Do What The F*ck You Want To Public License","WTFPL","","Y","https://spdx.org/licenses/WTFPL.html"
"WWL License","wwl","","","https://spdx.org/licenses/wwl.html"
"wxWindows Library License","wxWindows","Y","","https://spdx.org/licenses/wxWindows.html"
"X11 License","X11","","Y","https://spdx.org/licenses/X11.html"
"X11 License Distribution Modification Variant","X11-distribute-modifications-variant","","","https://spdx.org/licenses/X11-distribute-modifications-variant.html"
"X11 no permit persons clause","X11-no-permit-persons","","","https://spdx.org/licenses/X11-no-permit-persons.html"
"X11 swapped final paragraphs","X11-swapped","","","https://spdx.org/licenses/X11-swapped.html"
"Xdebug License v 1.03","Xdebug-1.03","","","https://spdx.org/licenses/Xdebug-1.03.html"
"Xerox License","Xerox","","","https://spdx.org/licenses/Xerox.html"
"Xfig License","Xfig","","","https://spdx.org/licenses/Xfig.html"
"XFree86 License 1.1","XFree86-1.1","","Y","https://spdx.org/licenses/XFree86-1.1.html"
"xinetd License","xinetd","","Y","https://spdx.org/licenses/xinetd.html"
"xkeyboard-config Zinoviev License","xkeyboard-config-Zinoviev","","","https://spdx.org/licenses/xkeyboard-config-Zinoviev.html"
"xlock License","xlock","","","https://spdx.org/licenses/xlock.html"
"X.Net License","Xnet","Y","","https://spdx.org/licenses/Xnet.html"
"XPP License","xpp","","","https://spdx.org/licenses/xpp.html"
"XSkat License","XSkat","","","https://spdx.org/licenses/XSkat.html"
"xzoom License","xzoom","","","https://spdx.org/licenses/xzoom.html"
"Yahoo! Public License v1.0","YPL-1.0","","","https://spdx.org/licenses/YPL-1.0.html"
"Yahoo! Public License v1.1","YPL-1.1","","Y","https://spdx.org/licenses/YPL-1.1.html"
"Zed License","Zed","","","https://spdx.org/licenses/Zed.html"
"Zeeff License","Zeeff","","","https://spdx.org/licenses/Zeeff.html"
"Zend License v2.0","Zend-2.0","","Y","https://spdx.org/licenses/Zend-2.0.html"
"Zimbra Public License v1.3","Zimbra-1.3","","Y","https://spdx.org/licenses/Zimbra-1.3.html"
"Zimbra Public License v1.4","Zimbra-1.4","","","https://spdx.org/licenses/Zimbra-1.4.html"
"zlib License","Zlib","Y","Y","https://spdx.org/licenses/Zlib.html"
"zlib/libpng License with Acknowledgement","zlib-acknowledgement","","","https://spdx.org/licenses/zlib-acknowledgement.html"
"Zope Public License 1.1","ZPL-1.1","","","https://spdx.org/licenses/ZPL-1.1.html"
"Zope Public License 2.0","ZPL-2.0","Y","Y","https://spdx.org/licenses/ZPL-2.0.html"
"Zope Public License 2.1","ZPL-2.1","Y","Y","https://spdx.org/licenses/ZPL-2.1.html"
